abacinat: vc; 'abacinate' 
prescrib: vc;VHOWSS VNPPPas VNPPPfor VNPTOoc VPPforTO VTH VhisNG chgProperty express pt useC vt vtoV 'prescribe' 
preserv: vc;count vt 'preserve' 
presid: vc;VPP control vt 'preside' 
presignifi: vc;express 'presignify' 
presignifie: vc;express 'presignify' 
presse: vc;VNPPPdir VNPTOoc VPP VPPforTO comHN count strength vt vtoV 'press' 
pressur: vc;VNPPP VNPPhisNG VNPTOoc abstract ntN situation strength vt 'pressure' 
pressuris: vc; 'pressurise' 
presum: vc;VNPAP VNPTOoc VSS VTH deduce enBe volition vtoV 'presume' 
presuppos: vc;VTH beC vt 'presuppose' 
pretermitt: vc;nAttitude vt 'pretermit' 
prettifi: vc;chgGood chgLooks vt 'prettify' 
prettifie: vc;chgGood chgLooks vt 'prettify' 
prevaricat: vc;VI mkSound vi 'prevaricate' 
previs: vc;haveKnowledge vt 'previse' 
pri: vc;VPP VRB tryToKnow 'pry' 
pric: vc;VNPRB VRB price vt 'price' 
prickl: vc;count vt 'prickle' 
prie: vc;VPP VRB tryToKnow 'pry' 
prigg: vc;count per v 'prig' 
privatis: vc;chgAttr vt 'privatise' 
privatiz: vc;chgAttr 'privatize' 
prob: vc;VNPPP VPP VerbNom component count tWord tool vt 'probe' 
problematiz: vc;worsen 'problematize' 
processe: vc;Nom VNPPP VPP VPPforTO count solution tWord vacFor vacOf vacVTO vt vtoV 'process' 
procrastinat: vc;VPP chgMeasure 'procrastinate' 
procreat: vc;create 'procreate' 
procur: vc;VNPPP VNPTOoc own take vt 'procure' 
prodd: vc;VNPPNGoc VNPPP VNPTOoc abstract count vt 'prod' 
produc: vc;VI VNPPP VNPTOoc causeV tWord vt 'produce' 
profan: A;nt vt 'profane' 
professe: vc;VNPPP VTH enBe express vtoV 'profess' 
professionalis: vc;content vt 'professionalise' 
professionaliz: vc;content vt 'professionalize' 
prognosticat: vc;VTH beC 'prognosticate' 
programm: vc;Nom VNPTOoc VPP count thinking vt vtoV 'programme' 
prolaps: vc;v 'prolapse' 
proliferat: vc;VPP create moreC move 'proliferate' 
promis: vc;VI VNPSS VNPTOsc VSS VTH VerbNom dative prospect tWord vt vtoV 'promise' 
promot: vc;VNPPP VNPPPPP VNPPPas VNPTObe VhisNG give move perOrgV promoteW vt 'promote' 
promulgat: vc;express vt 'promulgate' 
pronat: vc;vt 'pronate' 
pronounc: vc;VNPAP VNPEN VNPTObe VPP VSS VTH express perOrgV vt 'pronounce' 
propagandiz: vc;express vt 'propagandize' 
propagat: vc;VPP create express 'propagate' 
propell: vc;VNPPPdir VNPTOoc enDo vt 'propel' 
prophesi: vc;VSS deduce express vt 'prophesy' 
prophesie: vc;VSS deduce express vt 'prophesy' 
propitiat: vc;persuade 'propitiate' 
propos: vc;VNPPP VNPPPas VPP VPPTH VPPforTO VTH VWHSS VhisNG express perOrgV vtoV 'propose' 
propp: vc;VNPPP artifact component count 'prop' 
prorat: vc;vt 'prorate' 
prorogu: vc;chgMeasure vt 'prorogue' 
proscrib: vc;VNPPNGoc VNPPP causeNotDo vt 'proscribe' 
prosecut: vc;VNPPNGoc VNPPP VNPPPas act attack express vt 'prosecute' 
proselyt: vc;count per v 'proselyte' 
prostitut: vc;VNPPP aggravateW con2 count job vt 'prostitute' 
protonat: vc; 'protonate' 
protrud: vc;VI VPP VPPdir enMove looksChg 'protrude' 
protuberat: vc;vt 'protuberate' 
prov: vc;VHOWSS VNPAP VNPNP VNPPP VNPPPas VNPTObe VPP VRB VSS VWHSS mkOwnKnowledge tWord vAP vt vtoV 'prove' 
provid: vc;VNPPNGsc VNPPPas VPP VPPforTO VPhisNG causeV dative pt vacVO vt vtoV 'provide' 
provok: vc;VNPPNGoc VNPPP VNPTOoc chgEmo mkBad vt 'provoke' 
prun: vc;VNPPP mkBetter remove vt 'prune' 
psychoanalys: vc;vt 'psychoanalyse' 
psychoanalyz: vc;vt 'psychoanalyze' 
publiciz: vc;express perOrgV vt 'publicize' 
publishe: vc;VNPPP VNPPPas express perOrgV 'publish' 
pugg: vc;count v 'pug' 
puk: ;VI count nt per v 'puke' 
pullulat: vc;create vt 'pullulate' 
puls: vc;VPP count vt 'pulse' 
pulsat: vc;VI move vi 'pulsate' 
pulveris: vc;chgForm vt 'pulverise' 
pulveriz: vc;chgForm looksChg vt 'pulverize' 
pumic: vc;natural v 'pumice' 
pummell: vc;VI chgForm 'pummel' 
punche: vc;VNPPP VNPRB VRB VerbNom artifact vt 'punch' 
punctuat: vc;express vt 'punctuate' 
punctur: vc;abstract count space vt 'puncture' 
punishe: vc;VNPPNGoc VNPPP attack mkBad vtPer 'punish' 
pupat: vc;beC 'pupate' 
puppie: nc;animal 'puppy' 
purchas: vc;VNPPPPP VNPPPfor VerbNom count perOrgV useC vt 'purchase' 
purg: vc;VNPPP VerbNom count nt vt 'purge' 
purifi: vc;VNPPP chgProperty improve vt 'purify' 
purifie: vc;VNPPP chgProperty improve vt 'purify' 
purpurat: vc; 'purpurate' 
purs: vc;artifact count vt 'purse' 
pursu: vc;VNPPPdir mkBad take 'pursue' 
pushe: vc;VNPAP VNPPPdir VNPRB VNPTOoc VPP VPPforTO VRB VerbNom count strength vt vtoV 'push' 
pussie: nc;animal count 'pussy' 
putrefi: vc;mkAct vt 'putrefy' 
putrefie: vc;mkAct vt 'putrefy' 
quadrat: vc;abstract v 'quadrate' 
quadrupl: A nc vc;abstract count 'quadruple' 
quadruplicat: A vc;a count vt 'quadruplicate' 
quak: vc;VI VPP count phenomena vi 'quake' 
qualifi: vc;VNPPP VNPPPas VNPTOoc VPP VPPas express standard vtoV 'qualify' 
qualifie: vc;VNPPP VNPPPas VNPTOoc VPP VPPas express standard vtoV 'qualify' 
quantifi: vc;chgAttr vt 'quantify' 
quantifie: vc;chgAttr vt 'quantify' 
quantitat: vc; 'quantitate' 
quarantin: vc;VerbNom nt vt 'quarantine' 
quarrell: vc;VI VIrecip VPP VPPPP VPhisNG VerbNom count 'quarrel' 
quarrie: nc;VNPPP VPP artifact count vt 'quarry' 
quashe: vc;enHidden haveContest remove 'quash' 
quenche: vc;chgMeasure statePhy vt 'quench' 
queri: vc;VNPPP VNPPhisNG VPP VerbNom count vt 'query' 
querie: vc;VNPPP VNPPhisNG VPP VerbNom count vt 'query' 
queu: vc;VI VerbNom count phy v 'queue' 
quibbl: vc;VIrecip VPP VPPNG VPhisNG VTH abstract communicate count 'quibble' 
quick-freez: vc;chgMeasure hyphenated vt 'quick-freeze' 
quick-fri: vc;hyphenated produce 'quick-fry' 
quick-frie: vc;hyphenated produce 'quick-fry' 
quiesc: vc; 'quiesce' 
quintupl: vc;RB quant 'quintuple' 
quitt: vc;VNG VNPPPas VPP VPPas chgInclude obey perOrgV remove vt 'quit' 
quizz: vc;VNPPP VNPPhisNG count vt 'quiz' 
quot: vc;VNPNGoc VNPPNGoc VNPPP VNPPPas VPP VerbNom component count dative vt 'quote' 
rac: vc;VNPPPdir VPP VPPPP VPPPPdir VPPdir VerbNom group 'race' 
radiat: vc;VPP chgLooks send 'radiate' 
radiolocat: vc;vt 'radiolocate' 
raffl: vc;abstract count vt 'raffle' 
rais: vc;VI VNPAP VNPPP VNPPPas VNPRB VNPTOoc VPP VerbNom count moreC vt 'raise' 
rak: vc;VPP count tool vt 'rake' 
ralli: vc;VI VNPPP VNPTOoc VPP VPPPP VerbNom count improve prod0 vt vtoV 'rally' 
rallie: vc;VI VNPPP VNPTOoc VPP VPPPP VerbNom count improve prod0 vt vtoV 'rally' 
rambl: vc;VI VPPdir abstract count vi 'ramble' 
ramifi: vc;VPP beC looksChg 'ramify' 
ramifie: vc;VPP beC looksChg 'ramify' 
ramm: vc;VIrecip VNPPP VPP animal count vt 'ram' 
rampag: vc;VI VPP VPPdir VerbNom count nt vi 'rampage' 
randomis: vc;chgAttr vt 'randomise' 
randomiz: vc;chgAttr vt 'randomize' 
rankl: vc;vt 'rankle' 
rappell: vc;abstract v 'rappel' 
rarefi: vc;chgAttr concentration vt 'rarefy' 
rarefie: vc;chgAttr concentration vt 'rarefy' 
rarifi: vc;chgGood 'rarify' 
rarifie: vc;chgGood 'rarify' 
ras: vc;chgLooks 'rase' 
ratifi: vc;VNPPP pEmo tWord vt 'ratify' 
ratifie: vc;VNPPP pEmo tWord vt 'ratify' 
ratiocinat: vc;think vt 'ratiocinate' 
rationalis: vc;VNG VNPPP VNPPPas VNPPhisNG VTH chgAttr vt 'rationalise' 
rationaliz: vc;VNG VNPPP VNPPPas VNPPhisNG VTH chgAttr vt 'rationalize' 
rattl: vc;count nt 'rattle' 
rav: A vc;VI VPP VPPPP VTH a count vi 'rave' 
ravag: vc;VerbNom attack nt 'ravage' 
ravell: vc;separate vt 'ravel' 
ravishe: vc;VNPPP take vt 'ravish' 
raz: vc;VNPPP chgLooks vt 'raze' 
re-estimat: vc;hyphenated mkOwnKnowledge 're-estimate' 
re-purpos: vc;hyphenated store 're-purpose' 
re-tak: vc;hyphenated tryToKnow 're-take' 
reaccelerat: vc; 'reaccelerate' 
reache: vc;VPP VPPPP VPPdir VRB VerbNom count vacOf vacTo vt 'reach' 
reacquir: vc; 'reacquire' 
reactivat: vc;vt 'reactivate' 
readi: A;APP ATO abstract count pred v 'ready' 
readie: A;APP ATO abstract count pred v 'ready' 
readmitt: vc;VNPPP VNPPhisNG vt 'readmit' 
realin: vc; 'realine' 
reallocat: vc;vt 'reallocate' 
reallott: vc;vt 'reallot' 
reanimat: vc;chgState vt 'reanimate' 
rearrang: vc;VNPPP control mkBetter produce vt 'rearrange' 
reassembl: vc;VNPPPas vt 'reassemble' 
reassum: vc; 'reassume' 
reassur: vc;VNPPP VNPSS vt 'reassure' 
reattache: vc; 'reattach' 
reattribut: vc;VNPPP VNPPhisNG vt 'reattribute' 
reav: vc;collect 'reave' 
rebalanc: vc; 'rebalance' 
rebell: vc;VPP VerbNom count per vi 'rebel' 
rebuk: vc;VNPPNGoc VNPPP abstract count nAttitude nt perV vtPer 'rebuke' 
reburi: vc;vt 'rebury' 
reburie: vc;vt 'rebury' 
rebutt: vc;VNPPP reply 'rebut' 
recalculat: vc;VNPPP VNPPPas VNPTOoc VPNGsc VPP VTH vt 'recalculate' 
recapitulat: vc;VI vt 'recapitulate' 
recapp: vc;VNPPP abstract count vt 'recap' 
recaptur: vc;VNPPPas abstract vt 'recapture' 
reced: vc;VI VPP VPPPP move 'recede' 
receiv: vc;VNPPP VNPPPas tWord vt 'receive' 
recidivat: vc;vt 'recidivate' 
reciprocat: vc;VI VPNGsc VPP express give move 'reciprocate' 
recit: vc;VNPAP VNPPPas dative mkSound vt 'recite' 
reclassifi: vc;chgInclude 'reclassify' 
reclassifie: vc;chgInclude 'reclassify' 
reclin: vc;VPP move vt 'recline' 
recognis: vc;know tWord tryToKnow 'recognise' 
recogniz: vc;VHOWSS VNPPP VNPPPas VTH express haveKnowledge pt tryToKnow vt 'recognize' 
recombin: vc;VNPPP VPP 'recombine' 
recommenc: vc;vt 'recommence' 
recommitt: vc;VNPPP VNPPhisNG act vt 'recommit' 
recompens: vc;VNPPP abstract artifact vt 'recompense' 
recompos: vc; 'recompose' 
reconcil: vc;VI VIrecip VNPPP VPP VPPTH associate persuade 'reconcile' 
recondens: vc; 'recondense' 
reconnoitr: vc;check 'reconnoitre' 
reconsecrat: vc;VNPPPas vt 'reconsecrate' 
reconstitut: vc;create 'reconstitute' 
reconven: vc; 'reconvene' 
recopi: vc;create 'recopy' 
recopie: vc;create 'recopy' 
recreat: vc;VNPPP VNPPPas 'recreate' 
recriminat: vc;VPP VTH express 'recriminate' 
recrudesc: vc;beBad vt 'recrudesce' 
rectifi: vc;VI VNPPP correctW resume vt 'rectify' 
rectifie: vc;VI VNPPP correctW resume vt 'rectify' 
recuperat: vc;VI VPNGsc VPP cease keep statePhy 'recuperate' 
recurr: vc;VI appear beBad vi 'recur' 
recurv: vc;move vt 'recurve' 
recus: vc;chgFit vt 'recuse' 
recycl: vc;VNPPP VNPPPas VPPas chg 'recycle' 
redecorat: vc;VNPPP VNPPPas vt 'redecorate' 
redefin: vc;VHOWSS VNPPP VNPPPas VWHSS vt 'redefine' 
redeploi: vc;VNPPP 'redeploy' 
redeploie: vc;VNPPP 'redeploy' 
redistribut: vc;VNPPP vt 'redistribute' 
redoubl: vc;chgQuant quantChg vt 'redouble' 
redresse: vc;VPP abstract artifact vt 'redress' 
reduc: vc;VI VNPPNGsc VNPPP VPP VRB lessC vt 'reduce' 
reduplicat: vc;freq 'reduplicate' 
reemerg: vc; 'reemerge' 
reestablishe: vc;create 'reestablish' 
reevaluat: vc; 'reevaluate' 
reexamin: vc;VHOWSS VWHSS tryToKnow vt 'reexamine' 
refere: vc;count job vt 'referee' 
referr: vc;VNPPP VNPPPas VPP VPPPP connective linkV tryToKnow vt 'refer' 
refin: vc;VNPPP demeanor vt 'refine' 
refinanc: vc;VNPPP VPP 'refinance' 
refitt: vc;VNPPP abstract count vt 'refit' 
reflat: vc;VNPPP 'reflate' 
reforg: vc; 'reforge' 
reformulat: vc;VNPPP VPP 'reformulate' 
refractur: vc; 'refracture' 
refreshe: vc;VNPPP chgIsa cleanse improve vt 'refresh' 
refrigerat: vc;enMove vt 'refrigerate' 
refurbishe: vc;VNPPP VNPRB improve resume vt 'refurbish' 
refus: vc;VI dative nt remove vt vtoV waste 'refuse' 
refut: vc;VTH annoy reply vt 'refute' 
regenerat: vc;VNPPP chgGood statePhy 'regenerate' 
registrat: vc; 'registrate' 
regorg: vc;moveOut 'regorge' 
regresse: vc;VNPPP VPP VRB abstract 'regress' 
regrett: vc;VHOWSS VTH VWHSS VerbNom VhisNG hate nt passion vVing vt vtoV weakPI 'regret' 
regularis: vc;chgAttr vt 'regularise' 
regulariz: vc;chgAttr 'regularize' 
regulat: vc;VNPPP VWHSS VhisNG chgAttr mkBetter vt 'regulate' 
regurgitat: vc;VPP move moveOut vt 'regurgitate' 
rehabilitat: vc;VNPPPas chgGood 'rehabilitate' 
rehous: vc;VNPPP vt 'rehouse' 
reifi: vc;chgAttr vt 'reify' 
reifie: vc;chgAttr vt 'reify' 
reignit: vc;warmUp 'reignite' 
reimburs: vc;VNPNP VNPPP give vt 'reimburse' 
reincarcerat: vc; 'reincarcerate' 
reincarnat: A vc;VNPPPas VPPas exist vt 'reincarnate' 
reincorporat: vc; 'reincorporate' 
reinforc: vc;VNPPP chgProperty chgQuant enGrow promoteW 'reinforce' 
reinstat: vc;VNPPP VNPPPas chgGood use vt 'reinstate' 
reinstitut: vc; 'reinstitute' 
reintegrat: vc;VNPPP VNPPPas VPP 'reintegrate' 
reintroduc: vc;VNPPP vt 'reintroduce' 
reissu: vc;VNPPP count vt 'reissue' 
reiterat: vc;VNPPP VTH act express vt 'reiterate' 
rejoic: vc;VI VPP comfortW vi 'rejoice' 
rejuvenat: vc;chgGood improve statePhy vt 'rejuvenate' 
rekindl: vc;VNPPP vt warmUp 'rekindle' 
relaps: vc;VI VPP beBad vi 'relapse' 
relat: vc;VHOWSS VI VNPPP VPP VTH connective express vt 'relate' 
relaunche: vc; 'relaunch' 
relaxe: vc;VPP pred pt 'relax' 
releas: vc;VNPPNGoc VNPPP VNPRB VNPTOoc VWHSS VerbNom count perOrgV tWord vt 'release' 
relegat: vc;VNPPP chgGrade chgLoc vt 'relegate' 
reli: vc;VI VPP VPPPP VPhisNG relate tWord vi 'rely' 
relie: vc;VI VPP VPPPP VPhisNG relate tWord vi 'rely' 
reliev: vc;VNPPP correctW vt 'relieve' 
relin: vc;VNPPP vt 'reline' 
relinquishe: vc;VNPPP give vt 'relinquish' 
relishe: vc;VNG VerbNom content taste vt 'relish' 
reliv: vc;VHOWSS VNG VNPPP vt 'relive' 
relocat: vc;VNPPP VPP mkOwnKnowledge 'relocate' 
remak: vc;VNPPP VNPPPas VNPPhisNG count vt 'remake' 
remarri: vc;VPP VRB associate give 'remarry' 
remarrie: vc;VPP VRB associate give 'remarry' 
remedi: vc;VNPPP VerbNom artifact correctW count solution vt 'remedy' 
remediat: vc;vt 'remediate' 
remedie: vc;VNPPP VerbNom artifact correctW count solution vt 'remedy' 
remilitaris: vc;vt 'remilitarise' 
reminisc: vc;VI VPP VPPPP think vi 'reminisce' 
remitt: vc;VNPPP abstract vt 'remit' 
remodell: vc;VNPPPas improve vt 'remodel' 
remonstrat: vc;VI VPP VPPPP annoy 'remonstrate' 
remov: vc;VNPPP VNPPPPP VNPPPas remove vt 'remove' 
remunerat: vc;VNPPP give help vtPer 'remunerate' 
renam: vc;VNPNP VNPPP VNPPPas chgAttr vt 'rename' 
reneg: vc;VI VPNGsc VPP abstract 'renege' 
renegociat: vc; 'renegociate' 
renegotiat: vc;VIrecip VNPPP VPP VPPPP 'renegotiate' 
renormalis: vc; 'renormalise' 
renounc: vc;VNPPPas VhisNG chgConnect give nEmo vt 'renounce' 
renovat: vc;VNPPP beautify resume vt 'renovate' 
reorganis: vc;create vt 'reorganise' 
reorganiz: vc;VNPPP VPP VPPas create 'reorganize' 
repackag: vc;VNPPPas cover vt 'repackage' 
repatriat: vc;VNPPP count per vt 'repatriate' 
repell: vc;VNPPP attack chgInclude disagree send vt 'repel' 
rephras: vc;mkSound 'rephrase' 
repin: vc;VI VPP nEmo nt vi 'repine' 
replac: vc;VNPPP VNPPPas chgInclude chgIsa tWord vt 'replace' 
replenishe: vc;VNPPP improve vt 'replenish' 
repli: vc;VI VPP VTH VerbNom count perOrgV 'reply' 
replicat: A vc;create vt 'replicate' 
replie: vc;VI VPP VTH VerbNom count perOrgV 'reply' 
repott: vc;VNPPP provideFor vt 'repot' 
represse: vc;VNPPP haveContest remove vt 'repress' 
repric: vc; 'reprice' 
repris: vc;whileAway 'reprise' 
reproache: vc;VNPPP VNPPhisNG abstract blame nt vtPer 'reproach' 
reprocesse: vc;VNPPP VNPPPas chg vt 'reprocess' 
reproduc: vc;VNPPP VNPPPas VPPas appear create express vt 'reproduce' 
reprov: vc;VNPPNGoc VNPPP annoy blame vt 'reprove' 
republishe: vc;express vt 'republish' 
repudiat: vc;VNPPPas mkOwnKnowledge remove reply vt 'repudiate' 
repuls: vc;VNPPP abstract vt 'repulse' 
repurchas: vc;VNPPP VerbNom pt useC vt 'repurchase' 
reput: vc;VNPEN VNPTObe abstract count reputation vt 'repute' 
requir: vc;VNPEN VNPPP VNPPPas VNPTOoc VPPTH VTH VhisNG need volition vt 'require' 
requit: vc;VNPPP give mkBad vt 'requite' 
rerout: vc;chg 'reroute' 
rerunn: nc vc;VNPPP VNPPPas VPPas VerbNom count 'rerun' 
rescal: vc; 'rescale' 
reschedul: vc;VNPPP VPP VhisNG vt 'reschedule' 
rescu: vc;VNPPP VerbNom count pt up vt 'rescue' 
researche: vc;VNPPPas VNPRB VerbNom infoV infosourceN onV tWord vacP vt 'research' 
resembl: vc;beSame vt 'resemble' 
reserv: vc;VNPPP VNPPPas VNPPhisNG VPP abstract artifact vt 'reserve' 
resett: vc;VBDN VNPPP mkBetter vt 'reset' 
resettl: vc;VHOWSS VI VNPPP VPP VWHSS control vt 'resettle' 
reshap: vc;VNPPP VNPPPas vt 'reshape' 
reshuffl: vc;VerbNom count 'reshuffle' 
resil: vc;move vt 'resile' 
resiz: vc; 'resize' 
resolv: vc;VHOWSS VNPPP VNPPhisNG VNPRB VTH VWHSS correctW mental vt vtoV 'resolve' 
resonat: vc;VI VPP act express 'resonate' 
respir: vc;VI metabolize 'respire' 
restag: vc; 'restage' 
restat: vc;VHOWSS VNPPP VNPPPas VTH VWHSS express vt 'restate' 
restitut: vc;VNPPP statePhy vt 'restitute' 
restor: vc;VNPPP VNPPPas VRB chgGood improve statePhy take vt 'restore' 
restructur: vc;VNPPP VNPPPas VPP VPPPP VPPas create 'restructure' 
restudi: nc vc;tryToKnow 'restudy' 
restudie: nc vc;tryToKnow 'restudy' 
restyl: vc;VNPPPas vt 'restyle' 
resum: vc;VNG VPNGsc VPP count 'resume' 
resuppli: vc;VNPPP count vt 'resupply' 
resupplie: vc;VNPPP count vt 'resupply' 
resurfac: vc;VNPPP vt 'resurface' 
resurg: vc;statePhy vt 'resurge' 
resuscitat: vc;beRecovered 'resuscitate' 
retak: vc;VNPPP VNPPPas abstract count vt 'retake' 
retaliat: vc;VI VPP mkBad 'retaliate' 
retche: vc;VI VPP abstract nt vi 'retch' 
reti: vc; 'retie' 
retir: vc;VNPPNGoc VNPPP VNPPPas VPNGsc VPP VPPPP VPPas act 'retire' 
retouche: vc;VNPPP act resume vt 'retouch' 
retrac: vc;VNPPP move vt 'retrace' 
retranslat: vc;express 'retranslate' 
retransmitt: vc;VNPPP VNPPPas VRB express vt 'retransmit' 
retrenche: vc;VNPPP VPP chgMeasure chgQuant 'retrench' 
retri: vc;act ask vt 'retry' 
retrie: vc;act ask vt 'retry' 
retriev: vc;VNPPP take think vt 'retrieve' 
retroced: vc;move 'retrocede' 
retrofitt: vc;resume 'retrofit' 
retrogresse: vc;VI VPP VPPas quality statePhy vi 'retrogress' 
rett: vc;VNPPP moveIn vt 'ret' 
reunifi: vc;VNPPP VNPPPas tie 'reunify' 
reunifie: vc;VNPPP VNPPPas tie 'reunify' 
reunit: vc;VIrecip VPP VPPas associate 'reunite' 
reus: vc;tWord v vacOf 'reuse' 
revalu: vc;VNPPP VNPPPas quantChg vt 'revalue' 
revell: vc;VI VPP VerbNom stateMental vi 'revel' 
rever: vc;VNPPP VNPPPas pAttitude vt 'revere' 
reverberat: vc;VPP act express 'reverberate' 
revett: vc;enHidden 'revet' 
revis: vc;VNPPP VNPPPPP abstract count mkBetter resume vt 'revise' 
revitaliz: vc;chgGood improve statePhy vt 'revitalize' 
reviv: vc;VPP chgGood statePhy 'revive' 
revivifi: vc;chgGood statePhy vt 'revivify' 
revivifie: vc;chgGood statePhy vt 'revivify' 
revok: vc;VNPPP abstract count enHidden remove 'revoke' 
revolutionis: vc;improve 'revolutionise' 
revolutioniz: vc;VNPPP VNPPPas VNPPhisNG chgAttr improve vt 'revolutionize' 
revolv: vc;VPP VPhisNG goRound move 'revolve' 
revv: vc;count quant vt 'rev' 
reweav: vc; 'reweave' 
rewir: vc;vt 'rewire' 
rewrit: vc;VNPPP VNPPPas VerbNom count 'rewrite' 
rhym: vc;VNPPP VPP natural thinking 'rhyme' 
ridd: vc;VBDN VNPPP separate vt 'rid' 
ridicul: vc;VNPPP VNPPPas VerbNom nt vt 'ridicule' 
riffl: vc;VPP abstract natural vt 'riffle' 
rigg: vc;VNPPP VNPPPas VNPTOoc artifact count vt 'rig' 
rigidifi: vc;chgAttr vt 'rigidify' 
rigidifie: vc;chgAttr vt 'rigidify' 
ril: vc;VNPPP vt 'rile' 
rins: vc;VNPPP VNPRB VRB prod tWord vt 'rinse' 
ripost: vc;VI VPP VTH count vi 'riposte' 
ripp: vc;VNPPP count statePhy vt 'rip' 
rippl: vc;VNPPP VPP VerbNom count natural 'ripple' 
ris: vc;VI VPP VPPPP VRB VerbNom count moreC statePhy vi 'rise' 
riv: vc;VNPRB VPP VRB looksChg vt 'rive' 
rivall: A vc;VI VIrecip VNPPP VNPPPas VPP VPPPP a count vt 'rival' 
romanticis: vc;VHOWSS VNPPP VNPPPas VPP chgEmo vt 'romanticise' 
romanticiz: vc;VHOWSS VNPPP VNPPPas VPP chgEmo vt 'romanticize' 
rootl: vc;VI VPP vi 'rootle' 
rop: vc;VerbNom prod tool vt 'rope' 
rotat: vc;VI VPP chgIsa move 'rotate' 
rott: vc;abstract vt worsen 'rot' 
roug: vc;VNPPP artifact vt 'rouge' 
rough-dri: vc;chgMeasure hyphenated vt 'rough-dry' 
rough-drie: vc;chgMeasure hyphenated vt 'rough-dry' 
rough-hous: vc;VI VPP hyphenated vi 'rough-house' 
roughhous: vc; 'roughhouse' 
rous: vc;VNPPP VNPTOoc VPP chgEmo feeling moreC vt 'rouse' 
rov: vc;VI VPP move vi 'rove' 
rowell: vc;count tool v 'rowel' 
rubb: vc;VNPPP VPP abstract count currency vt 'rub' 
rubie: nc;artifact 'ruby' 
rubifi: vc; 'rubify' 
rubifie: vc; 'rubify' 
rubricat: vc; 'rubricate' 
ruckl: vc; 'ruckle' 
ruffl: vc;count vt 'ruffle' 
ruggedis: vc;vt 'ruggedise' 
rul: vc;VNPAP VPP VPPas VPhisNG VTH VWHSS VerbNom artifact chg count pt vacOf 'rule' 
ruminat: vc;VI VPNGsc VPP VRB chgForm tryToKnow 'ruminate' 
rummag: vc;VPP abstract count tryToKnow 'rummage' 
rumpl: vc;VNPPP VRB looksChg 'rumple' 
runn: nc vc;VNPPP VNPPPPP VNPPPas VPP VPPPP VPPas VRB count vAP vt 'run' 
ruptur: vc;VPP statePhy vt 'rupture' 
rushe: vc;VI VNPPPdir VNPRB VPP VPPPP VPPPPdir VPPdir VRB VerbNom component dur plant vt 'rush' 
rusticat: vc;vt 'rusticate' 
rustl: vc;VPP abstract count natural v 'rustle' 
sabotag: vc;VerbNom botchW vt 'sabotage' 
saccharifi: vc;chgAttr 'saccharify' 
saccharifie: vc;chgAttr 'saccharify' 
sacrific: vc;VNPPP VerbNom animal 'sacrifice' 
saddl: vc;VNPPP ceaseMove count nt vt 'saddle' 
sagg: vc;VPP count length statePhy v 'sag' 
sailplan: vc;prod tool 'sailplane' 
salifi: vc; 'salify' 
salifie: vc; 'salify' 
salinat: vc; 'salinate' 
salivat: vc;vi 'salivate' 
salli: vc;VPP abstract count vt 'sally' 
sallie: vc;VPP abstract count vt 'sally' 
saltat: vc;vt 'saltate' 
salut: vc;VNPPNGoc VNPPP VNPPPas VerbNom artifact count 'salute' 
salv: vc;artifact vt 'salve' 
salvag: vc;VNPPNGoc VNPPPas VNPPPfor VPP VerbNom vt 'salvage' 
sanctifi: vc;pAttitude vt 'sanctify' 
sanctifie: vc;pAttitude vt 'sanctify' 
sandbagg: vc;artifact count 'sandbag' 
sanitat: vc;artifact vt 'sanitate' 
sanitis: vc;cleanse ize vt 'sanitise' 
sanitiz: vc;cleanse ize vt 'sanitize' 
saponifi: vc;vt 'saponify' 
saponifie: vc;vt 'saponify' 
sapp: vc;beBad lessC mkAct vt 'sap' 
sasse: vc;abstract v 'sass' 
satiat: vc;metabolize mkBetter vt 'satiate' 
satiriz: vc;VhisNG annoy vt 'satirize' 
satisfi: vc;pt vt 'satisfy' 
satisfie: vc;pt vt 'satisfy' 
saturat: vc;looksChg moveIn vt 'saturate' 
saut: vc;VNPPP VPP produce vt 'saute' 
sav: vc;VNPAP VNPPNGoc VNPPPas VNPPPfor VPP abstract count improve vVing vt 'save' 
savag: A vc;VNPPPas VerbNom a count per vt 'savage' 
savvi: A vc;VTH VWHSS a abstract vt 'savvy' 
savvie: A vc;VTH VWHSS a abstract vt 'savvy' 
scal: vc;VPP rank tool vt waste 'scale' 
scallopp: vc;animal vt 'scallop' 
scandalis: vc;attack vt 'scandalise' 
scandaliz: vc;attack playDown vt 'scandalize' 
scann: vc;VNPPPdir VRB abstract vt 'scan' 
scap: vc;component 'scape' 
scarifi: vc;chgAttr vt 'scarify' 
scarifie: vc;chgAttr vt 'scarify' 
scarr: vc;VRB lessC statePhy vt 'scar' 
scath: vc;abstract v 'scathe' 
scatt: vc;abstract v 'scat' 
scaveng: vc;VNPPP VPP chgLooks vt 'scavenge' 
sceptr: vc;count v 'sceptre' 
schedul: vc;VNPPP VNPPPas VNPPhisNG VNPTOoc count thinking timing vt 'schedule' 
schematis: vc;vt 'schematise' 
schlepp: vc;per v 'schlep' 
schmoos: vc;abstract 'schmoose' 
schmooz: vc;abstract v 'schmooze' 
scintillat: vc;enMove 'scintillate' 
scor: vc;VHOWSS VNPPP VPP count vt 'score' 
scorche: vc;VNPPP abstract count nt vt 'scorch' 
scorifi: vc;chgConnect 'scorify' 
