20-20_technologies::: NNP NE;nc com nc 
hang_together::: VB vc;VI 
hang_up::: VB vc;VI vt 
hangzhou_chemical_fibre_group::: NNP NE;nc com nc 
hangzhou_yongheng_chemical_equipment_plant::: NNP NE;nc com nc 
hannibal-lagrange_college::: ;NN nc org 
hannover_re::: NNP NE;nc com nc 
hanwha_chemical::: NNP NE;nc com nc 
happy_new_year::: N nc;pt 
hard_at_work::: A ac;pt 
hard_disk_drive::: N nc;prod 
hard_to_beat::: A ac;pt 
hardin-simmons_university::: ;NN nc org 
harima_chemicals::: NNP NE;nc com nc 
harley-davidson_motor::: NNP NE;nc com nc 
harvard_university::: ;NN nc org 
harvey_electronics::: NNP NE;nc com nc 
hash_out::: VB vc;vt 
hash_over::: VB vc;vt 
hash_through::: VB vc;vt 
hastings_college_of_law::: ;NN nc org 
hatem_design_et_strategie::: NNP NE;nc com nc 
haul_out::: VB vc;vt 
haul_over::: VB vc;vt 
have_on::: VB vc;vt 
hdfc_bank::: NNP NE;nc com nc 
he-ro_chemicals::: NNP NE;nc com nc 
head_back::: VB vc;VNPPP VPP VPPdir 
head_down::: VB vc;VPP VPPdir 
head_of_household::: NN nc;per 
head_of_state::: NN nc;job 
head_out::: VB vc;VPP VPPdir 
head_over::: VB vc;VPP VPPdir 
head_to_head::: A xC;RB idiomPP 
heald_college_-portland_campus::: ;NN nc org 
hear_out::: VB vc;vt 
hearst-argyle_television::: NNP NE;nc com nc 
heart_atrium_pacing::: N nc;treatment 
heart_infarction_prevention::: N nc;treatment 
heart_left_ventricle_bypass::: N nc;treatment 
heart_lung_transplantation::: N nc;treatment 
heart_muscle_revascularization::: N nc;treatment 
heart_valve_commissurotomy::: N nc;treatment 
heart_valve_prosthesis::: N nc;treatment 
heart_valve_replacement::: N nc;treatment 
heart_valve_surgery::: N nc;treatment 
heart_ventricle_pacing::: N nc;treatment 
heart_ventricle_remodeling::: N nc;treatment 
heartland_baptist_bible_college::: ;NN nc org 
heat_of_condensation::: N nc unit; 
heat_of_dissociation::: N nc unit; 
heat_of_formation::: N nc unit; 
heat_of_fusion::: N nc unit; 
heat_of_solidification::: N nc unit; 
heat_of_solution::: N nc unit; 
heat_of_sublimation::: N nc unit; 
heat_of_transformation::: N nc unit; 
heat_of_vaporisation::: N nc unit; 
heat_of_vaporization::: N nc unit; 
heat_seeking_missile::: N nc;tool 
heave_up::: VB vc;vt 
heavy_metal_tolerance::: N nc;abstract 
heel_over::: VB vc;VI 
helena_chemical::: NNP NE;nc com nc 
helix_energy_solutions::: NNP NE;nc com nc 
hell's_half_acre::: N nc; 
hell_no_not::: A ac oral;UH cliche curse 
hell_on_earth::: N nc; 
hellenic_college::: ;NN nc org 
hells_no::: A oral;UH curse emph passion 
help_around_the_house::: N nc;prod0 
help_desk_agent::: N nc;job 
help_off::: VB vc;VNPPP 
help_on::: VB vc;VNPPP 
helper_t_cell::: N nc;bodyPart 
helpful_and_concerned::: A ac;comfortW 
hematopoeitic_stem_cell::: N nc;bodyPart 
hemophilia_a_carrier::: N nc;ntN per 
henderson_state_university::: ;NN nc org 
hengyang_chemical_research_institute::: NNP NE;nc com nc 
hennepin_technical_college::: ;NN nc org 
henry_bros._electronics::: NNP NE;nc com nc 
hepatic_artery_ligation::: N nc;treatment 
hepatic_portal_vein::: N nc;bodyPart 
hepatitis_c_carrier::: N nc;ntN per 
herb_drug_interaction::: N nc;abstract 
hercules_technology_growth::: NNP NE;nc com nc 
here_and_now::: N nc;timeUnit 
hershey's_chocalte::: NNP NE;nc com nc 
herzing_college_-atlanta_campus::: ;NN nc org 
herzing_college_-birmingham_campus::: ;NN nc org 
herzing_college_-madison_campus::: ;NN nc org 
herzing_college_-new_orleans_campus::: ;NN nc org 
herzing_college_-orlando_campus::: ;NN nc org 
hew_out::: VB vc;vt 
hexadecimal_number_system::: N nc; 
hexion_specialty_chemicals::: NNP NE;nc com nc 
hi-technologies_pharal::: NNP NE;nc com nc 
hi-technologies_pharmacal::: NNP NE;nc com nc 
hi5_networks::: NNP NE;nc com nc 
hi_shear_technology::: NNP NE;nc com nc 
hi_sun_technology::: NNP NE;nc com nc 
hickory_technologies::: NNP NE;nc com nc 
hidden_markov_model::: N nc;tech 
hide_out::: VB vc;VI VNPPP VPP vt 
hierarchical_classification_system::: N nc; 
hierarchical_data_structure::: N nc; 
high_angle_fire::: N nc;tech 
high_angle_gun::: N nc;tool 
high_blood_cholesterol_level::: N nc;abstract 
high_blood_magnesium_level::: N nc;abstract 
high_blood_potassium_level::: N nc;abstract 
high_definition_television::: N nc;tool 
high_energy_physics::: N nc; 
high_fidelity_sound_system::: N nc;prod tool 
high_frequency_ventilation::: N nc;treatment 
high_hat_cymbal::: N nc;tool 
high_intensity_focused_ultrasound::: N nc;treatment 
high_level_formatting::: N nc; 
high_level_language::: N nc; 
high_pass_filter::: N nc;tool 
high_protein_diet::: N nc;treatment 
high_school_district::: N nc; 
high_tech_computer::: NNP NE;nc com nc 
high_vitamin_diet::: N nc;tech 
high_warp_loom::: N nc;tool 
high_water_mark::: N nc; 
high_yield_bond::: N nc; 
higher_education_sector_leader::: N nc;job 
highly_active_antiretroviral_therapy::: N nc;treatment 
highly_selective_vagotomy::: N nc;treatment 
hillsdale_free_will_baptist_college::: ;NN nc org 
himadri_chemicals::: NNP NE;nc com nc 
hino_motors::: NNP NE;nc com nc 
hire_away::: VB vc;VNPPP 
hire_out::: VB vc;vt 
hiroshima_dia::: NNP NE;nc com nc 
hit_out::: VB Ven past vc;VNPPP vt 
hit_the_spot::: A ac;coolC 
hit_up::: VB Ven past vc;VNPPP vt 
hitch_together::: VB vc;vt 
hitch_up::: VB vc;VNPPP vt 
hitek_electronic_materials::: NNP NE;nc com nc 
hive_away::: VB vc;VPP vt 
hive_up::: VB vc;VPP vt 
hobart_and_william_smith_colleges::: ;NN nc org 
hochtief_ppp_solutions::: NNP NE;nc com nc 
hodogaya_chemical::: NNP NE;nc com nc 
hofstra_university::: ;NN nc org 
hoist_away::: VB vc;vt 
hokko_chemical_industry::: NNP NE;nc com nc 
hold_down::: VB vc;VPP vt 
hold_forth::: VB vc;VPP 
hold_in::: VB vc;VI vt 
hold_off::: VB vc;vt 
hold_on::: VB vc;VI VPP 
hold_over::: VB vc;vt 
hold_together::: VB vc;vt 
hold_up::: VB vc;VI VNPPP VNPPPas VNPTObe VPP VTH vt 
holdtight_solutions::: NNP NE;nc com nc 
hole_up::: VB vc;VPP 
holiday_stress_eating::: N nc;problem 
hollow_out::: VB vc;VNPPP vt 
holy_roman_emperor::: N nc;per 
home_away_from_home::: N nc; 
home_entertainment_system::: N nc;prod tool 
home_equity_credit::: N nc; 
home_equity_loan::: N nc; 
home_food_preservation::: N nc;tech 
home_food_storage::: N nc;tech 
home_from_home::: N nc; 
home_infusion_therapy::: N nc;treatment 
home_intravenous_therapy::: N nc;treatment 
home_loan_bank::: N nc;com 
home_oxygen_therapy::: N nc;treatment 
home_respiratory_care::: N nc;treatment 
home_rule::: N nc; 
home_solutions_america::: NNP NE;nc com nc 
homes_across_america::: N nc;prod0 
honam_petrochemical::: NNP NE;nc com nc 
honda_motor::: NNP NE;nc com nc 
hone_in::: VB vc;VI VPP 
hook_&_ladder_vineyards_and_winery::: NNP NE;nc com nc 
hooker_chemicals_&_plastics::: NNP NE;nc com nc 
hoover_institution::: NNP NE;nc com nc 
horn_in_on::: VB vc;vt 
horry-georgetown_technical_college::: ;NN nc org 
horse_trade::: N nc;event 
hose_down::: VB vc;vt 
hosted_data_transaction_solutions::: NNP NE;nc com nc 
hot_ass_mess::: N nc;pt 
hotai_motor::: NNP NE;nc com nc 
hotel_&_casino::: N nc;comHN 
hotel_&_resort::: N nc;comHN 
hotel_and_casino::: N nc;comHN 
hotel_and_resort::: N nc;comHN 
hotel_desk_clerk::: N nc;job 
hotels_&_residences::: N nc;comHN 
hotels_&_resorts::: N nc;comHN 
hotels_and_residences::: N nc;comHN 
hotels_and_resorts::: N nc;comHN 
houghton_chemical::: NNP NE;nc com nc 
house_and_home::: N nc;prod0 
house_of_correction::: N nc; 
house_of_worship::: N nc; 
houston_community_college_-central_college::: ;NN nc org 
how's_that_work::: N nc;prod0 
how_the_hell::: A ac;curse 
howard_electronic_instruments::: NNP NE;nc com nc 
huahong_chemical_fiber::: NNP NE;nc com nc 
huai'an_tianhong_industrial_chemicals::: NNP NE;nc com nc 
huaren_electronic_equipment_factory::: NNP NE;nc com nc 
huawei_technologies::: NNP NE;nc com nc 
huazhong_biotechnology_herbicides::: NNP NE;nc com nc 
hubei_baofeng_bio-chemical::: NNP NE;nc com nc 
hubei_xianlong_chemical_industry::: NNP NE;nc com nc 
huchems_fine_chemical::: NNP NE;nc com nc 
huddle_together::: VB vc;VI VPP 
hudson_technologies::: NNP NE;nc com nc 
human_link::: NNP NE;nc com nc 
humbolt_state_university::: ;NN nc org 
humongous_entertainment::: NNP NE;nc com nc 
humoral_immune_response::: N nc;bodyPart 
hunch_forward::: VB vc;VI 
hunch_over::: VB vc;VI 
huntington_junior_college::: ;NN nc org 
huntsman_petrochemicals::: NNP NE;nc com nc 
hurry_along::: VB vc;VI 
hurry_off::: VB vc;VPP 
hurry_out::: VB vc;VPP 
hurry_up::: VB vc;VI VPP 
hurtle_around::: VB vc;VI 
hustle_over::: VB vc;VPP 
hustle_up::: VB vc;vt 
huston-tillotson_college::: ;NN nc org 
hutchinson_technology::: NNP NE;nc com nc 
hyaluronic_acid_binding_protein::: N nc;bodyPart 
hyder_consulting::: NNP NE;nc com nc 
hydraulic_brake::: N nc;prod 
hydraulic_brake_cylinder::: N nc;tool 
hydraulic_transmission_system::: N nc;tool 
hydrodynamic_technology::: NNP NE;nc com nc 
hypertext_mark-up_language::: N nc; 
hypertext_markup_language::: N nc; 
hypertext_transfer_protocol::: N nc; 
hypopharyngeal_cancer_cellular_diagnosis::: N nc;treatment 
hypopharynx_cancer_cellular_diagnosis::: N nc;treatment 
hypothalamic_releasing_factor::: N nc;bodyPart 
hyundai_motor::: NNP NE;nc com nc 
i-flex_solutions::: NNP NE;nc com nc 
i_want_that::: N nc;prod0 
iac_search_&_media::: NNP NE;nc com nc 
ibase_technology::: NNP NE;nc com nc 
ibex_technologies::: NNP NE;nc com nc 
ibis_biotechnology::: NNP NE;nc com nc 
ibis_technology::: NNP NE;nc com nc 
ice_hockey_player::: N nc;job 
ice_hockey_rink::: N nc; 
ice_over::: VB vc;VI 
ice_skate::: NN VB nc vc;count tool vi 
ice_skating_rink::: N nc; 
ice_up::: VB vc;VI 
iced_tea_spoon::: N nc;tool 
icing_the_puck::: N nc;tech 
icx_technologies::: NNP NE;nc com nc 
id_software::: NNP NE;nc com nc 
ida_infront_ab::: NNP NE;nc com nc 
idaho_state_university::: ;NN nc org 
identec_solutions::: NNP NE;nc com nc 
if_and_only_if::: P;SC 
if_walls_could_talk::: N nc;prod0 
ihara_chemical_industry::: NNP NE;nc com nc 
ikanos_communications::: NNP NE;nc com nc 
ikon_office_solutions::: NNP NE;nc com nc 
illinois_state_university::: ;NN nc org 
illinois_wesleyan_university::: ;NN nc org 
image_content_technology::: NNP NE;nc com nc 
imagination_technologies_group::: NNP NE;nc com nc 
imitative_electronic_deception::: N nc;tech 
immigration_and_naturalization_service::: ;NN nc org 
immune_system_tolerance::: N nc;abstract 
immunoglobulin_heavy_chain_deletion::: N nc;treatment 
immunological_and_biochemical_testsystems::: NNP NE;nc com nc 
imola_informatica::: NNP NE;nc com nc 
imperial_capacity_unit::: N nc unit; 
implanted_devices_group::: NNP NE;nc com nc 
implements_of_war::: N nc;prod 
improvised_explosive_device::: N nc;tool 
in_a_manner_of_speaking::: ;RB idiomPP 
in_a_new_york_minute::: ;RB idiomPP 
in_a_penetrating_way::: ;RB idiomPP intensifier mannerRB 
in_a_single_breath::: ;RB idiomPP 
in_a_tailspin::: A ac;idiomPP 
in_accord_with::: P; /in_accordance_with/ 
in_accordance_with::: P; 
in_addition_to::: P; 
in_aid_of::: P;vtt 
in_answer_to::: P;pred /in_response_to/ 
in_as_much_as::: P;SC 
in_association_with::: P; 
in_bad_faith::: A ac;idiomPP 
in_case_of::: P;vtt 
in_charge_of::: P;perF pred vtt 
in_collaboration_with::: P; /in_association_with/ 
in_combination_with::: P; /in_association_with/ 
in_common_with::: P; 
in_comparison_with::: P;pred 
in_concert_with::: P; /in_association_with/ 
in_conjunction_with::: P; /in_association_with/ 
in_connection_with::: P; /in_association_with/ 
in_consultation_with::: P; /in_association_with/ 
in_contact_with::: P; /in_association_with/ 
in_contrast_to::: P; /as_opposed_to/ 
in_cooperation_with::: P; /in_association_with/ 
in_dead_earnest::: ;RB idiomPP pt 
in_defence_of::: P;pred vtt /for/ 
in_defiance_of::: P;vtt /as_opposed_to/ 
in_every_possible_way::: ;RB degree idiomPP intensifier mannerRB 
in_excess_of::: P;RB abstract advX buyuC /over/ 
in_face_of::: P;vtt 
in_favor_of::: P;pred tWord vtt /for/ 
in_free_fall::: A ac;troubleW 
in_front_of::: P;locR vtt 
in_full_swing::: ;RB idiomPP pt 
in_glowing_terms::: ;RB idiomPP plu 
in_good_faith::: A ac;idiomPP 
in_keeping_with::: P; /in_line_with/ 
in_less_than_no_time::: ;RB idiomPP timeRB 
in_lieu_of::: P;vtt /instead _of/ 
in_light_of::: P;vtt 
in_line_with::: P; 
in_name_only::: ;RB idiomPP 
in_need_of::: P;need pred vtt 
in_no_time_at_all::: ;RB idiomPP timeRB timing 
in_no_uncertain_terms::: ;RB idiomPP 
in_no_way::: ;RB advX expression 
in_nothing_flat::: ;RB idiomPP 
in_one_blow::: ;RB idiomPP 
in_one_breath::: ;RB idiomPP 
in_one_fell_swoop::: ;RB idiomPP 
in_place_of::: P;pred vtt /instead_of/ 
in_plain_english::: A ac;idiomPP 
in_plain_language::: A ac;idiomPP 
in_possession_of::: P;perOrgF pred vtt 
in_proportion_to::: P; 
in_pursuit_of::: P;pred vtt 
in_receipt_of::: P;pred vtt 
in_regard_to::: P;about content /about/ 
in_relation_to::: P;about content /about/ 
in_reply_to::: P;pred /in_response_to/ 
in_respect_of::: P;about content /about/ 
in_response_to::: P;pred 
in_return_for::: P; 
in_search_of::: P;pred vtt 
in_short_supply::: A ac;idiomPP pred 
in_so_far_as::: P;SC 
in_support_of::: P;vtt /for/ 
in_tandem_with::: P; /in_association_with/ 
in_terms_of::: P;about content /about/ 
in_the_beginning_of::: P;timeR vtt 
in_the_blink_of_an_eye::: ;RB idiomPP 
in_the_cold_light_of_day::: ;RB idiomPP 
in_the_course_of::: P;timeR vtt /among/ 
in_the_face_of::: P;vtt /despite/ 
in_the_face_of_overwhelming_evidence::: ;RB idiomPP 
in_the_face_of_overwhelming_evidence_to_the_contrary::: ;RB idiomPP 
in_the_final_analysis::: ;RB expression idiomPP 
in_the_heck::: A ac oral;RB curse idiomPP 
in_the_home_stretch::: A ac;idiomPP 
in_the_hot_seat::: A ac;idiomPP pred 
in_the_know::: A ac;idiomPP pred 
in_the_lap_of_luxury::: A ac;idiomPP 
in_the_light_of::: P;vtt /in_view_of/ 
in_the_long_run::: ;RB idiomPP rel 
in_the_lurch::: A ac;idiomPP 
in_the_mood::: A ac;happy 
in_the_offing::: A ac;idiomPP 
in_the_order_of::: P;vtt 
in_the_same_boat::: A ac;idiomPP pred 
in_the_same_league::: A ac;idiomPP pred 
in_the_spotlight::: A ac;idiomPP 
in_the_wings::: ;RB idiomPP 
in_the_wink_of_an_eye::: ;RB idiomPP 
in_through_the_out_door::: ;RB idiomPP 
in_touch_with::: P;pred 
in_view_of::: P;vtt 
in_working_order::: A ac;idiomPP 
incentive_stock_option::: N nc;tech 
inch_along::: VB vc;VI 
inch_away::: VB vc;VI 
inch_back::: VB vc;VI 
inch_down::: VB vc;VI 
incline_bench_press::: N nc;tech 
income_tax_bracket::: N nc; 
income_tax_return::: N nc; 
increase_in_body_weight::: N nc;nt 
increased_fuel_efficiency::: N nc;pt 
independence_electronics::: NNP NE;nc com nc 
index_of_refraction::: N nc unit; 
indian_petrochemicals::: NNP NE;nc com nc 
indiana_state_university::: ;NN nc org 
indiana_univerity_-indianapolis::: ;NN nc org 
indiana_university_-bloomington::: ;NN nc org 
indiana_university_-east::: ;NN nc org 
indiana_university_-fort_wayne::: ;NN nc org 
indiana_university_-kokomo::: ;NN nc org 
indiana_university_-northwest::: ;NN nc org 
indiana_university_-south_bend::: ;NN nc org 
indiana_university_-southeast::: ;NN nc org 
indiana_university_of_pennsylvania::: ;NN nc org 
indiana_wesleyan_university::: ;NN nc org 
individual_retirement_account::: N nc; 
indocyanin_green_test::: N nc;tech 
indocyanine_green_test::: N nc;tech 
inductive_logic_programming::: N nc;tech 
industrial_air_pollution::: N nc;event nt 
industrial_chemicals::: NNP NE;nc com nc 
industrial_data_and_information_idii::: NNP NE;nc com nc 
industrial_loan_company::: N nc;com 
industrial_summit_technology::: NNP NE;nc com nc 
inertial_guidance_system::: N nc;tool 
inertial_navigation_system::: N nc;tool 
inertial_reference_frame::: N nc; 
inest_realty::: NNP NE;nc com nc 
infant_mortality_rate::: N nc unit; 
infection_control_practitioner::: N nc;job 
inferior_alveolar_artery::: N nc;bodyPart 
inferior_cerebellar_artery::: N nc;bodyPart 
inferior_cerebral_vein::: N nc;bodyPart 
inferior_epigastric_vein::: N nc;bodyPart 
inferior_gluteal_artery_perforator_flap::: N nc;treatment 
inferior_labial_artery::: N nc;bodyPart 
inferior_labial_vein::: N nc;bodyPart 
inferior_mesenteric_artery::: N nc;bodyPart 
inferior_ophthalmic_vein::: N nc;bodyPart 
inferior_pulmonary_vein::: N nc;bodyPart 
inferior_rectus_muscle::: N nc;bodyPart 
inferior_thalamostriate_vein::: N nc;bodyPart 
inferior_thyroid_vein::: N nc;bodyPart 
inferior_vena_cava::: N nc;bodyPart 
inferior_vocal_cord::: N nc;bodyPart 
inferior_vocal_fold::: N nc;bodyPart 
infinity_insurance::: NNP NE;nc com nc 
info_processing_system::: N nc;tool 
info_technology_professional::: N nc;job 
infor_business_solutions::: NNP NE;nc com nc 
infortrend_technology::: NNP NE;nc com nc 
ingersoll-rand_productivity_solutions::: NNP NE;nc com nc 
inhand_electronics::: NNP NE;nc com nc 
inherited_genetic_disease::: N nc; 
initial_public_offering::: N nc; 
inn_&_suite::: N nc;comHN 
inn_and_suite::: N nc;comHN 
inneractive_smart_media::: NNP NE;nc com nc 
innicor_subsurface_technologies::: NNP NE;nc com nc 
innovative_solutions_&_support::: NNP NE;nc com nc 
innovision_research_&_technology::: NNP NE;nc com nc 
ino_solutions::: NNP NE;nc com nc 
inplay_technologies::: NNP NE;nc com nc 
inside_sales_manager::: N nc;job 
inside_sales_rep-telesales::: N nc;job 
inside_sales_representative::: N nc;job 
insight_biotechnology::: NNP NE;nc com nc 
insignia_of_rank::: N nc; 
insituform_technologies::: NNP NE;nc com nc 
instantaneous_sound_pressure::: N nc unit; 
institute_of_museum_and_library_services::: ;NN nc org 
institute_of_paper_science_and_technology::: ;NN nc org 
institutional_venture_partners::: NNP NE;nc com nc 
insulin_shock_treatment::: N nc;tech 
insulin_tolerance_test::: N nc;treatment 
intabond_international_adhesive_solutions::: NNP NE;nc com nc 
intec_telecom_systems::: NNP NE;nc com nc 
integrated_data_processing::: N nc;tech 
integrated_device_technology::: NNP NE;nc com nc 
integrated_logistic_support::: N nc;tech 
integrated_silicon_solutions::: NNP NE;nc com nc 
intensity_modulated_radiation_therapy::: N nc;treatment 
intensive_care_nursing::: N nc;treatment 
intensive_care_unit::: N nc;orgHN 
inter-american_development_bank::: ;NN nc org 
inter_trust::: NNP NE;nc com nc 
inter_vivos_trust::: N nc; 
interaction_designer_shopping::: N nc;job 
interactive_multimedia_system::: N nc;tool 
interactive_voice_response::: N nc;tech 
intercontinental_ballistic_missile::: N nc;tool 
interfacial_surface_tension::: N nc unit; 
interfarm_uk::: NNP NE;nc com nc 
intergovernmental_panel_on_climate_change::: NNP NE;nc com nc 
intermap_technologies::: NNP NE;nc com nc 
intermediate_temporal_artery::: N nc;bodyPart 
intermediate_vector_boson::: N nc;tool 
intermittent_mandatory_ventilation::: N nc;treatment 
intermittent_positive_pressure_ventilation::: N nc;treatment 
internal_auditory_artery::: N nc;bodyPart 
internal_auditory_vein::: N nc;bodyPart 
internal_carotid_artery::: N nc;bodyPart 
internal_cerebral_vein::: N nc;bodyPart 
internal_combustion_engine::: N nc;tool 
internal_iliac_artery::: N nc;bodyPart 
internal_iliac_vein::: N nc;bodyPart 
internal_jugular_vein::: N nc;bodyPart 
internal_maxillary_artery::: N nc;bodyPart 
internal_revenue_agent::: N nc;job 
internal_revenue_service::: ;NN nc org 
internal_spermatic_artery::: N nc;bodyPart 
international_biotechnology_trust::: NNP NE;nc com nc 
international_chemical::: NNP NE;nc com nc 
international_coating_and_chemical::: NNP NE;nc com nc 
international_design_specialist::: N nc;job 
international_experience_designer::: N nc;job 
international_finance_corp.::: ;NN nc org 
international_game_technology::: NNP NE;nc com nc 
international_intelligence_agency::: N nc;orgHN 
international_labor_organization::: ;NN nc org 
international_law_enforcement_agency::: N nc;orgHN 
international_logistic_support::: N nc;tech 
international_morse_code::: N nc;tool 
